latitude,longitude
37.5624529,126.9362342
37.5624529,126.9362342
37.562453,126.9362343
37.562453,126.9362343
37.562453,126.9362343
37.562453,126.9362342
37.562453,126.9362342
37.562452799999996,126.9362343
37.562452799999996,126.9362343
37.562452799999996,126.9362343
37.562452799999996,126.93623439999999
37.562452799999996,126.93623439999999
37.5624527,126.93623459999999
37.5624527,126.93623459999999
37.5624527,126.93623459999999
37.562452799999996,126.9362347
37.562452799999996,126.9362347
37.562452799999996,126.9362348
37.562452799999996,126.9362348
37.562452799999996,126.9362348
37.562452799999996,126.9362348
37.562452799999996,126.9362348
37.5624514,126.9362352
37.5624514,126.9362352
37.5624514,126.9362352
37.56245,126.93623559999999
37.56245,126.93623559999999
37.5624487,126.9362359
37.5624487,126.9362359
37.5624487,126.9362359
37.5624475,126.9362362
37.5624475,126.9362362
37.5624465,126.93623649999999
37.5624465,126.93623649999999
37.5624465,126.93623649999999
37.562445499999995,126.93623679999999
37.562445499999995,126.93623679999999
37.5624446,126.9362371
37.5624446,126.9362371
37.5624446,126.9362371
37.562443699999996,126.9362374
37.562443699999996,126.9362374
37.562443,126.9362376
37.562443,126.9362376
37.562443,126.9362376
37.5624422,126.9362378
37.5624422,126.9362378
37.5624416,126.93623799999999
37.5624416,126.93623799999999
37.5624416,126.93623799999999
37.562441,126.93623819999999
37.562441,126.93623819999999
37.5624404,126.9362384
37.5624404,126.9362384
37.5624404,126.9362384
37.5624399,126.93623849999999
37.5624399,126.93623849999999
37.562439399999995,126.93623869999999
37.562439399999995,126.93623869999999
37.562439399999995,126.93623869999999
37.562439,126.9362388
37.562439,126.9362388
37.5624386,126.936239
37.5624386,126.936239
37.5624386,126.936239
37.5624383,126.9362391
37.5624383,126.9362391
37.562438,126.93623919999999
37.562438,126.93623919999999
37.562438,126.93623919999999
37.5624377,126.93623919999999
37.5624377,126.93623919999999
37.5624374,126.9362393
37.5624374,126.9362393
37.5624374,126.9362393
37.5624372,126.93623939999999
37.5624372,126.93623939999999
37.5624369,126.9362395
37.5624369,126.9362395
37.5624369,126.9362395
37.5624368,126.9362396
37.5624368,126.9362396
37.5624367,126.9362396
37.5624367,126.9362396
37.5624367,126.9362396
37.5624366,126.9362396
37.5624366,126.9362396
37.5624366,126.9362396
37.5624366,126.9362396
37.5624366,126.9362396
37.5624366,126.9362395
37.5624366,126.9362395
37.5624366,126.9362393
37.5624366,126.9362393
37.5624366,126.9362393
37.5624367,126.9362391
37.5624367,126.9362391
37.5624368,126.9362388
37.5624368,126.9362388
37.5624368,126.9362388
37.562436999999996,126.9362383
37.562436999999996,126.9362383
37.5624373,126.9362378
37.5624373,126.9362378
37.5624373,126.9362378
37.5624377,126.93623729999999
37.5624377,126.93623729999999
37.5624381,126.9362369
37.5624381,126.9362369
37.5624381,126.9362369
37.5624385,126.93623649999999
37.5624385,126.93623649999999
37.562438799999995,126.93623609999999
37.562438799999995,126.93623609999999
37.562438799999995,126.93623609999999
37.5624392,126.93623579999999
37.5624392,126.93623579999999
37.562439499999996,126.9362354
37.562439499999996,126.9362354
37.562439499999996,126.9362354
37.5624398,126.93623509999999
37.5624398,126.93623509999999
37.562440099999996,126.9362348
37.562440099999996,126.9362348
37.562440099999996,126.9362348
37.5624404,126.9362345
37.5624404,126.9362345
37.562440699999996,126.9362342
37.562440699999996,126.9362342
37.562440699999996,126.9362342
37.5624409,126.936234
37.5624409,126.936234
37.562441199999995,126.9362338
37.562441199999995,126.9362338
37.562441199999995,126.9362338
37.5624414,126.9362335
37.5624414,126.9362335
37.5624416,126.9362333
37.5624416,126.9362333
37.5624416,126.9362333
37.562441799999995,126.93623319999999
37.562441799999995,126.93623319999999
37.5624421,126.93623339999999
37.5624421,126.93623339999999
37.5624421,126.93623339999999
37.5624423,126.9362335
37.5624423,126.9362335
37.562442499999996,126.9362336
37.562442499999996,126.9362336
37.562442499999996,126.9362336
37.5624427,126.9362338
37.5624427,126.9362338
37.5624429,126.9362338
37.5624429,126.9362338
37.5624429,126.9362338
37.562443099999996,126.93623389999999
37.562443099999996,126.93623389999999
37.5624432,126.93623389999999
37.5624432,126.93623389999999
37.5624432,126.93623389999999
37.5624434,126.936234
37.5624434,126.936234
37.5624435,126.936234
37.5624435,126.936234
37.5624435,126.936234
37.5624436,126.936234
37.5624436,126.936234
37.562443699999996,126.936234
37.562443699999996,126.936234
37.562443699999996,126.936234
37.5624438,126.936234
37.5624438,126.936234
37.5624439,126.93623389999999
37.5624439,126.93623389999999
37.5624439,126.93623389999999
37.562444,126.9362338
37.562444,126.9362338
37.5624441,126.9362338
37.5624441,126.9362338
37.5624441,126.9362338
37.5624441,126.93623369999999
37.5624441,126.93623369999999
37.5624442,126.9362336
37.5624442,126.9362336
37.5624442,126.9362336
37.562444299999996,126.9362335
37.562444299999996,126.9362335
37.5624444,126.93623339999999
37.5624444,126.93623339999999
37.5624444,126.93623339999999
37.5624444,126.9362333
37.5624444,126.9362333
37.5624445,126.93623319999999
37.5624445,126.93623319999999
37.5624445,126.93623319999999
37.5624445,126.9362331
37.5624445,126.9362331
37.5624446,126.9362329
37.5624446,126.9362329
37.5624446,126.9362329
37.5624446,126.9362328
37.5624446,126.9362328
37.5624447,126.93623269999999
37.5624447,126.93623269999999
37.5624447,126.93623269999999
37.5624447,126.9362326
37.5624447,126.9362326
37.5624448,126.9362324
37.5624448,126.9362324
37.5624448,126.9362324
37.5624448,126.9362323
37.5624448,126.9362323
37.5624448,126.93623219999999
37.5624448,126.93623219999999
37.5624448,126.93623219999999
37.5624448,126.93623199999999
37.5624448,126.93623199999999
37.562444899999996,126.9362319
37.562444899999996,126.9362319
37.562444899999996,126.9362319
37.562444899999996,126.93623179999999
37.562444899999996,126.93623179999999
37.562444899999996,126.9362316
37.562444899999996,126.9362316
37.562444899999996,126.9362316
37.562444899999996,126.9362314
37.562444899999996,126.9362314
37.562444899999996,126.93623129999999
37.562444899999996,126.93623129999999
37.562444899999996,126.93623129999999
